=============================================================Distância entre os livros AroundtheWorldin80Days-JulesVerne e Gulliver'sTravels-JonathanSwift:114.27
=============================================================Distância entre os livros CrimeandPunishment-FyodorDostoevsky e WarandPeace-LeoTolstoy:310.43
=============================================================Distância entre os livros Leviathan-ThomasHobbes e ThePrince-NicoloMachiavelli:111.68
=============================================================Distância entre os livros TreasureIsland-RobertLouisStevenson e TheRepublic-Plato:125.21
=============================================================Distância entre os livros PrideandPrejudice-JaneAusten e RomeoandJuliet-WilliamShakespeare:63.03
=============================================================Distância entre os livros Candide-Voltaire e LesMisérables-VictorHugo:125.23
