Digite o primeiro livro iniciando
pierna 	 Vocab(count:3365, index:9456)
vio 	 Vocab(count:10775, index:2046)
analizando 	 Vocab(count:617, index:12204)
horda 	 Vocab(count:2162, index:10659)
Lenin 	 Vocab(count:3814, index:9007)
solución 	 Vocab(count:12686, index:135)
80 	 Vocab(count:12246, index:575)
propuesto 	 Vocab(count:7379, index:5442)
país 	 Vocab(count:12799, index:22)
Estelada 	 Vocab(count:1545, index:11276)
defiendo 	 Vocab(count:11228, index:1593)
armadas 	 Vocab(count:6044, index:6777)
cubo 	 Vocab(count:4663, index:8158)
visite 	 Vocab(count:337, index:12484)
amargo 	 Vocab(count:2177, index:10644)
hope 	 Vocab(count:3681, index:9140)
caos 	 Vocab(count:11953, index:868)
≠ 	 Vocab(count:2522, index:10299)
Marianito 	 Vocab(count:623, index:12198)
expresión 	 Vocab(count:12266, index:555)
apoyes 	 Vocab(count:1744, index:11077)
piedra 	 Vocab(count:9404, index:3417)
racial 	 Vocab(count:4959, index:7862)
gent 	 Vocab(count:5860, index:6961)
QUIENES 	 Vocab(count:2402, index:10419)
afición 	 Vocab(count:8741, index:4080)
mueran 	 Vocab(count:3741, index:9080)
Traidor 	 Vocab(count:3783, index:9038)
illegal 	 Vocab(count:9065, index:3756)
respect 	 Vocab(count:3308, index:9513)
CATALUNA 	 Vocab(count:9267, index:3554)
tramposos 	 Vocab(count:954, index:11867)
Vidal 	 Vocab(count:6948, index:5873)
socios 	 Vocab(count:9358, index:3463)
Rey 	 Vocab(count:12781, index:40)
hagas 	 Vocab(count:10323, index:2498)
ud 	 Vocab(count:10172, index:2649)
49 	 Vocab(count:5473, index:7348)
luche 	 Vocab(count:2966, index:9855)
cumplan 	 Vocab(count:7897, index:4924)
tomate 	 Vocab(count:3010, index:9811)
temporal 	 Vocab(count:1219, index:11602)
ruido 	 Vocab(count:10149, index:2672)
mediocres 	 Vocab(count:1921, index:10900)
barbaridad 	 Vocab(count:9782, index:3039)
expulsados 	 Vocab(count:6828, index:5993)
bloqueio 	 Vocab(count:2625, index:10196)
pluralidad 	 Vocab(count:7314, index:5507)
bloqueada 	 Vocab(count:476, index:12345)
dialogue 	 Vocab(count:7522, index:5299)
escuchan 	 Vocab(count:8318, index:4503)
loco 	 Vocab(count:11912, index:909)
XIX 	 Vocab(count:2592, index:10229)
analiza 	 Vocab(count:7724, index:5097)
esencial 	 Vocab(count:6166, index:6655)
images 	 Vocab(count:5417, index:7404)
HARTA 	 Vocab(count:1250, index:11571)
mantienen 	 Vocab(count:6900, index:5921)
cobertura 	 Vocab(count:11981, index:840)
opinan 	 Vocab(count:10774, index:2047)
encerrado 	 Vocab(count:3438, index:9383)
dándole 	 Vocab(count:3078, index:9743)
escucha 	 Vocab(count:9954, index:2867)
convertida 	 Vocab(count:6593, index:6228)
PASAR 	 Vocab(count:183, index:12638)
puente 	 Vocab(count:6026, index:6795)
menciona 	 Vocab(count:1955, index:10866)
muerte 	 Vocab(count:11891, index:930)
FCB 	 Vocab(count:7538, index:5283)
America 	 Vocab(count:7377, index:5444)
Tarradellas 	 Vocab(count:4801, index:8020)
metía 	 Vocab(count:4239, index:8582)
investigan 	 Vocab(count:5344, index:7477)
VZLA 	 Vocab(count:3716, index:9105)
OMG 	 Vocab(count:3613, index:9208)
VETE 	 Vocab(count:2991, index:9830)
happens 	 Vocab(count:724, index:12097)
saliese 	 Vocab(count:7170, index:5651)
balcones 	 Vocab(count:11173, index:1648)
bc 	 Vocab(count:1701, index:11120)
⒊ 	 Vocab(count:11222, index:1599)
madre 	 Vocab(count:12587, index:234)
exhibe 	 Vocab(count:1029, index:11792)
líder 	 Vocab(count:11486, index:1335)
fondos 	 Vocab(count:9906, index:2915)
encantan 	 Vocab(count:861, index:11960)
DEMOCRATICO 	 Vocab(count:1699, index:11122)
PDeCat 	 Vocab(count:1324, index:11497)
Times 	 Vocab(count:9206, index:3615)
formando 	 Vocab(count:9629, index:3192)
próspera 	 Vocab(count:2511, index:10310)
tristes 	 Vocab(count:8728, index:4093)
olvidéis 	 Vocab(count:6419, index:6402)
burda 	 Vocab(count:4491, index:8330)
cuadras 	 Vocab(count:86, index:12735)
contabilizado 	 Vocab(count:852, index:11969)
asamblea 	 Vocab(count:4150, index:8671)
mayoritariamente 	 Vocab(count:8198, index:4623)
tenta 	 Vocab(count:7087, index:5734)
neutrales 	 Vocab(count:713, index:12108)
intenso 	 Vocab(count:3692, index:9129)
irme 	 Vocab(count:11146, index:1675)
independiencia 	 Vocab(count:1698, index:11123)
convencidos 	 Vocab(count:1253, index:11568)
feridas 	 Vocab(count:3016, index:9805)
reparte 	 Vocab(count:5513, index:7308)
deba 	 Vocab(count:5790, index:7031)
avergüenza 	 Vocab(count:5949, index:6872)
Autónoma 	 Vocab(count:10529, index:2292)
destrucción 	 Vocab(count:8571, index:4250)
mediterráneo 	 Vocab(count:2196, index:10625)
lloró 	 Vocab(count:3381, index:9440)
Senado 	 Vocab(count:4954, index:7867)
extras 	 Vocab(count:1463, index:11358)
González 	 Vocab(count:10031, index:2790)
PIENSA 	 Vocab(count:1531, index:11290)
cunetas 	 Vocab(count:3361, index:9460)
Elecciones 	 Vocab(count:11342, index:1479)
soberanía 	 Vocab(count:12008, index:813)
cuestión 	 Vocab(count:12281, index:540)
Alejandro 	 Vocab(count:4835, index:7986)
Jackson 	 Vocab(count:3693, index:9128)
accionar 	 Vocab(count:5924, index:6897)
DEJA 	 Vocab(count:4229, index:8592)
SOY 	 Vocab(count:8668, index:4153)
13 	 Vocab(count:10221, index:2600)
pronunció 	 Vocab(count:7516, index:5305)
producir 	 Vocab(count:6603, index:6218)
papá 	 Vocab(count:9786, index:3035)
triunfará 	 Vocab(count:925, index:11896)
anunciado 	 Vocab(count:8604, index:4217)
Comunidad 	 Vocab(count:11771, index:1050)
querrán 	 Vocab(count:8180, index:4641)
DIRECTO 	 Vocab(count:10106, index:2715)
defender 	 Vocab(count:12691, index:130)
atropello 	 Vocab(count:11025, index:1796)
mayores 	 Vocab(count:11617, index:1204)
viviendo 	 Vocab(count:12373, index:448)
extremos 	 Vocab(count:10052, index:2769)
mo 	 Vocab(count:4205, index:8616)
podrás 	 Vocab(count:7067, index:5754)
promueven 	 Vocab(count:6616, index:6205)
exige 	 Vocab(count:11756, index:1065)
desviar 	 Vocab(count:9318, index:3503)
vendidos 	 Vocab(count:5512, index:7309)
nefasta 	 Vocab(count:7171, index:5650)
we 	 Vocab(count:10597, index:2224)
correoorinoco 	 Vocab(count:3167, index:9654)
2O 	 Vocab(count:69, index:12752)
capitalismo 	 Vocab(count:6082, index:6739)
hombres 	 Vocab(count:10516, index:2305)
país” 	 Vocab(count:52, index:12769)
contenedores 	 Vocab(count:4799, index:8022)
vidas 	 Vocab(count:8990, index:3831)
adivinó 	 Vocab(count:2702, index:10119)
malcriado 	 Vocab(count:1997, index:10824)
marrón 	 Vocab(count:4169, index:8652)
obsesión 	 Vocab(count:5650, index:7171)
UK 	 Vocab(count:10545, index:2276)
amplia 	 Vocab(count:6232, index:6589)
hicisteis 	 Vocab(count:4873, index:7948)
audio 	 Vocab(count:882, index:11939)
comenta 	 Vocab(count:8416, index:4405)
Sabéis 	 Vocab(count:6638, index:6183)
Volvamos 	 Vocab(count:2317, index:10504)
voting 	 Vocab(count:7010, index:5811)
VALE 	 Vocab(count:5168, index:7653)
justicia 	 Vocab(count:12154, index:667)
Ojalá 	 Vocab(count:12615, index:206)
estão 	 Vocab(count:5221, index:7600)
enviado 	 Vocab(count:9753, index:3068)
legitima 	 Vocab(count:8852, index:3969)
volviendo 	 Vocab(count:5965, index:6856)
manipulado 	 Vocab(count:10216, index:2605)
Sebastián 	 Vocab(count:944, index:11877)
innecesaria 	 Vocab(count:5268, index:7553)
decidir 	 Vocab(count:12736, index:85)
pa… 	 Vocab(count:953, index:11868)
Turull 	 Vocab(count:9999, index:2822)
franco 	 Vocab(count:9998, index:2823)
incluya 	 Vocab(count:1767, index:11054)
leaders 	 Vocab(count:1734, index:11087)
separatismos 	 Vocab(count:616, index:12205)
entidad 	 Vocab(count:4751, index:8070)
idiotas 	 Vocab(count:10677, index:2144)
PPSOECs 	 Vocab(count:536, index:12285)
negra 	 Vocab(count:9754, index:3067)
Antena3 	 Vocab(count:3805, index:9016)
golpea 	 Vocab(count:9272, index:3549)
literal 	 Vocab(count:2515, index:10306)
cruel 	 Vocab(count:3251, index:9570)
ⒸⒸ↪ 	 Vocab(count:326, index:12495)
very 	 Vocab(count:810, index:12011)
juventud 	 Vocab(count:7450, index:5371)
cultura 	 Vocab(count:11413, index:1408)
cabecilla 	 Vocab(count:1614, index:11207)
unió 	 Vocab(count:3094, index:9727)
murieron 	 Vocab(count:593, index:12228)
compares 	 Vocab(count:6559, index:6262)
Anuncian 	 Vocab(count:249, index:12572)
Normalmente 	 Vocab(count:252, index:12569)
NI 	 Vocab(count:11705, index:1116)
independente 	 Vocab(count:6952, index:5869)
marcharon 	 Vocab(count:2756, index:10065)
escrutinio 	 Vocab(count:9270, index:3551)
ideas 	 Vocab(count:11983, index:838)
enfrentadas 	 Vocab(count:1929, index:10892)
mate 	 Vocab(count:7281, index:5540)
MADRID 	 Vocab(count:6417, index:6404)
Sr 	 Vocab(count:12355, index:466)
Guarda 	 Vocab(count:459, index:12362)
cansado 	 Vocab(count:8196, index:4625)
reunión 	 Vocab(count:9696, index:3125)
aplastante 	 Vocab(count:6932, index:5889)
ADIOS 	 Vocab(count:2768, index:10053)
concentraciones 	 Vocab(count:9403, index:3418)
sencillamente 	 Vocab(count:3827, index:8994)
Turquía 	 Vocab(count:6498, index:6323)
boicoteando 	 Vocab(count:3129, index:9692)
consultar 	 Vocab(count:5609, index:7212)
auténtica 	 Vocab(count:7896, index:4925)
llamados 	 Vocab(count:7727, index:5094)
literalmente 	 Vocab(count:7653, index:5168)
izquierdas 	 Vocab(count:11539, index:1282)
advierten 	 Vocab(count:2081, index:10740)
traidores 	 Vocab(count:11327, index:1494)
HOSTIAS 	 Vocab(count:2698, index:10123)
unido 	 Vocab(count:11430, index:1391)
ancianas 	 Vocab(count:6852, index:5969)
be 	 Vocab(count:11907, index:914)
confundan 	 Vocab(count:2030, index:10791)
naciones 	 Vocab(count:10562, index:2259)
cerrar 	 Vocab(count:12065, index:756)
plural 	 Vocab(count:9489, index:3332)
Messi 	 Vocab(count:11563, index:1258)
voters 	 Vocab(count:8773, index:4048)
Orwell 	 Vocab(count:1493, index:11328)
SIMPSONS 	 Vocab(count:2208, index:10613)
civiles 	 Vocab(count:12488, index:333)
queria 	 Vocab(count:9345, index:3476)
pagaremos 	 Vocab(count:3892, index:8929)
quieras 	 Vocab(count:11919, index:902)
digno 	 Vocab(count:10413, index:2408)
adiós 	 Vocab(count:10909, index:1912)
vergüenzas 	 Vocab(count:5562, index:7259)
pronuncian 	 Vocab(count:1033, index:11788)
Ángel 	 Vocab(count:2333, index:10488)
portadas 	 Vocab(count:10280, index:2541)
adios 	 Vocab(count:4317, index:8504)
InesArrimadas 	 Vocab(count:4194, index:8627)
metida 	 Vocab(count:3461, index:9360)
venido 	 Vocab(count:10865, index:1956)
suspender 	 Vocab(count:10862, index:1959)
racional 	 Vocab(count:4783, index:8038)
amada 	 Vocab(count:2675, index:10146)
sobrevivir 	 Vocab(count:3960, index:8861)
disolución 	 Vocab(count:6446, index:6375)
Ganó 	 Vocab(count:5990, index:6831)
finde 	 Vocab(count:10956, index:1865)
parir 	 Vocab(count:501, index:12320)
mencionado 	 Vocab(count:4886, index:7935)
Sabian 	 Vocab(count:4452, index:8369)
metemos 	 Vocab(count:2852, index:9969)
cebolla 	 Vocab(count:5866, index:6955)
nacionalismos 	 Vocab(count:10644, index:2177)
CE 	 Vocab(count:11988, index:833)
Urbana 	 Vocab(count:5240, index:7581)
conversaciones 	 Vocab(count:6157, index:6664)
GILIPOLLAS 	 Vocab(count:3235, index:9586)
provocador 	 Vocab(count:1135, index:11686)
segadors 	 Vocab(count:4296, index:8525)
deseos 	 Vocab(count:6562, index:6259)
empezamos 	 Vocab(count:8750, index:4071)
alimenta 	 Vocab(count:2944, index:9877)
conviene 	 Vocab(count:11717, index:1104)
Periodista 	 Vocab(count:4050, index:8771)
tomaron 	 Vocab(count:2176, index:10645)
rep 	 Vocab(count:4545, index:8276)
provocada 	 Vocab(count:4574, index:8247)
salvajes 	 Vocab(count:6648, index:6173)
creas 	 Vocab(count:7079, index:5742)
profundamente 	 Vocab(count:7519, index:5302)
AVISO 	 Vocab(count:1053, index:11768)
independize 	 Vocab(count:8566, index:4255)
sección 	 Vocab(count:4567, index:8254)
transparencia 	 Vocab(count:8788, index:4033)
fuego 	 Vocab(count:11993, index:828)
chicas 	 Vocab(count:3583, index:9238)
retrasados 	 Vocab(count:6986, index:5835)
bonita 	 Vocab(count:10281, index:2540)
İspanya 	 Vocab(count:435, index:12386)
emitir 	 Vocab(count:8701, index:4120)
Leon 	 Vocab(count:1688, index:11133)
vomitar 	 Vocab(count:6809, index:6012)
hablar 	 Vocab(count:12760, index:61)
Llevan 	 Vocab(count:8782, index:4039)
REPRESIÓN 	 Vocab(count:10521, index:2300)
irreversible 	 Vocab(count:1748, index:11073)
Exigen 	 Vocab(count:676, index:12145)
permitir 	 Vocab(count:12249, index:572)
alumnos 	 Vocab(count:10628, index:2193)
Málaga 	 Vocab(count:8586, index:4235)
Journal 	 Vocab(count:4333, index:8488)
¿Porqué 	 Vocab(count:7339, index:5482)
imaginar 	 Vocab(count:10494, index:2327)
35 	 Vocab(count:10461, index:2360)
because 	 Vocab(count:7061, index:5760)
odiar 	 Vocab(count:9147, index:3674)
Vd 	 Vocab(count:5872, index:6949)
terminado 	 Vocab(count:8926, index:3895)
OTRA 	 Vocab(count:5701, index:7120)
huevo 	 Vocab(count:9522, index:3299)
Empiezan 	 Vocab(count:3723, index:9098)
sostener 	 Vocab(count:1366, index:11455)
olvidado 	 Vocab(count:10620, index:2201)
Nacionalismo 	 Vocab(count:5204, index:7617)
ocurre 	 Vocab(count:12329, index:492)
retroceso 	 Vocab(count:7693, index:5128)
força 	 Vocab(count:9984, index:2837)
¿¿ 	 Vocab(count:8167, index:4654)
Stop 	 Vocab(count:4699, index:8122)
jodidos 	 Vocab(count:8569, index:4252)
atendidos 	 Vocab(count:939, index:11882)
fanaticos 	 Vocab(count:2260, index:10561)
sa 	 Vocab(count:3875, index:8946)
acuerdas 	 Vocab(count:7824, index:4997)
Juan 	 Vocab(count:11178, index:1643)
autonomía 	 Vocab(count:12378, index:443)
telemático 	 Vocab(count:9718, index:3103)
nacionales 	 Vocab(count:11492, index:1329)
Y 	 Vocab(count:12812, index:9)
suenan 	 Vocab(count:2132, index:10689)
95 	 Vocab(count:6323, index:6498)
Franco… 	 Vocab(count:842, index:11979)
precisamente 	 Vocab(count:10885, index:1936)
repúblicas 	 Vocab(count:2090, index:10731)
dividida 	 Vocab(count:11755, index:1066)
dándoles 	 Vocab(count:1031, index:11790)
callejera 	 Vocab(count:2516, index:10305)
observador 	 Vocab(count:5801, index:7020)
apellido 	 Vocab(count:8232, index:4589)
tios 	 Vocab(count:2387, index:10434)
tonta 	 Vocab(count:7329, index:5492)
contundencia 	 Vocab(count:5994, index:6827)
convocas 	 Vocab(count:2616, index:10205)
expertos 	 Vocab(count:9674, index:3147)
forzado 	 Vocab(count:2103, index:10718)
Irán 	 Vocab(count:7028, index:5793)
próximamente 	 Vocab(count:4164, index:8657)
cortos 	 Vocab(count:2424, index:10397)
Ñ 	 Vocab(count:10278, index:2543)
corte 	 Vocab(count:10082, index:2739)
lavar 	 Vocab(count:5500, index:7321)
prima 	 Vocab(count:9802, index:3019)
ilegitimo 	 Vocab(count:4365, index:8456)
consideramos 	 Vocab(count:1790, index:11031)
Real 	 Vocab(count:11578, index:1243)
consultivo 	 Vocab(count:9335, index:3486)
generan 	 Vocab(count:7220, index:5601)
tráfico 	 Vocab(count:5178, index:7643)
judíos 	 Vocab(count:6822, index:5999)
solito 	 Vocab(count:2754, index:10067)
tractor 	 Vocab(count:6758, index:6063)
UnaSoluciónParaCat 	 Vocab(count:4714, index:8107)
humor 	 Vocab(count:9568, index:3253)
actuales 	 Vocab(count:6027, index:6794)
acusan 	 Vocab(count:4544, index:8277)
completamente 	 Vocab(count:10387, index:2434)
muros 	 Vocab(count:6379, index:6442)
È 	 Vocab(count:2012, index:10809)
distraídos 	 Vocab(count:2820, index:10001)
mundiales 	 Vocab(count:5316, index:7505)
estúpidos 	 Vocab(count:5029, index:7792)
unionistas 	 Vocab(count:9990, index:2831)
acabo 	 Vocab(count:11815, index:1006)
Euros 	 Vocab(count:4554, index:8267)
barza 	 Vocab(count:1622, index:11199)
instrucciones 	 Vocab(count:7485, index:5336)
friends 	 Vocab(count:4764, index:8057)
controlar 	 Vocab(count:9834, index:2987)
fundamentos 	 Vocab(count:2264, index:10557)
latinoamerica 	 Vocab(count:1486, index:11335)
Infórmate 	 Vocab(count:2422, index:10399)
hechas 	 Vocab(count:409, index:12412)
injured 	 Vocab(count:6663, index:6158)
decide 	 Vocab(count:11670, index:1151)
vacíos 	 Vocab(count:3414, index:9407)
tranquilidad 	 Vocab(count:9485, index:3336)
principales 	 Vocab(count:10030, index:2791)
Andalucía 	 Vocab(count:12244, index:577)
vilo 	 Vocab(count:1573, index:11248)
pte 	 Vocab(count:2373, index:10448)
cínicos 	 Vocab(count:6737, index:6084)
españa 	 Vocab(count:12768, index:53)
convirtiendo 	 Vocab(count:8742, index:4079)
een 	 Vocab(count:3993, index:8828)
UNA 	 Vocab(count:12025, index:796)
LO 	 Vocab(count:12470, index:351)
maravilloso 	 Vocab(count:8033, index:4788)
clausura 	 Vocab(count:7265, index:5556)
separara 	 Vocab(count:5437, index:7384)
Junts 	 Vocab(count:352, index:12469)
Ciudadanos 	 Vocab(count:11727, index:1094)
encontrar 	 Vocab(count:10035, index:2786)
digas 	 Vocab(count:10136, index:2685)
mundo 	 Vocab(count:12789, index:32)
lea 	 Vocab(count:6901, index:5920)
simpatizantes 	 Vocab(count:636, index:12185)
pela 	 Vocab(count:12173, index:648)
sanchezcastejon 	 Vocab(count:2228, index:10593)
dormido 	 Vocab(count:6283, index:6538)
bello 	 Vocab(count:3982, index:8839)
sopla 	 Vocab(count:294, index:12527)
guste 	 Vocab(count:12145, index:676)
fuck 	 Vocab(count:6380, index:6441)
rufián 	 Vocab(count:4627, index:8194)
Dictador 	 Vocab(count:8202, index:4619)
facer 	 Vocab(count:4837, index:7984)
Enfrentamientos 	 Vocab(count:8580, index:4241)
PAZ 	 Vocab(count:10059, index:2762)
“¡ 	 Vocab(count:99, index:12722)
socialistas 	 Vocab(count:10298, index:2523)
fc 	 Vocab(count:1970, index:10851)
condenó 	 Vocab(count:7242, index:5579)
bolas 	 Vocab(count:8795, index:4026)
envia 	 Vocab(count:3277, index:9544)
costumbre 	 Vocab(count:4626, index:8195)
HUMANOS 	 Vocab(count:2203, index:10618)
maravillosa 	 Vocab(count:8462, index:4359)
87 	 Vocab(count:10710, index:2111)
frases 	 Vocab(count:6991, index:5830)
ascazo 	 Vocab(count:3466, index:9355)
Na 	 Vocab(count:9131, index:3690)
ejercen 	 Vocab(count:4628, index:8193)
porros 	 Vocab(count:5484, index:7337)
molotov 	 Vocab(count:4805, index:8016)
sexuales 	 Vocab(count:8339, index:4482)
ponernos 	 Vocab(count:4667, index:8154)
culturales 	 Vocab(count:2497, index:10324)
burguesa 	 Vocab(count:6165, index:6656)
WTF 	 Vocab(count:7504, index:5317)
separatistas 	 Vocab(count:12598, index:223)
00 	 Vocab(count:9748, index:3073)
unilateral 	 Vocab(count:12419, index:402)
Voto 	 Vocab(count:5190, index:7631)
Táchira 	 Vocab(count:4668, index:8153)
decidieron 	 Vocab(count:3395, index:9426)
verás 	 Vocab(count:11399, index:1422)
huye 	 Vocab(count:2126, index:10695)
facilidades 	 Vocab(count:2064, index:10757)
6000 	 Vocab(count:4765, index:8056)
esperan 	 Vocab(count:11550, index:1271)
Recuento 	 Vocab(count:2508, index:10313)
abismo 	 Vocab(count:10255, index:2566)
cobre 	 Vocab(count:1706, index:11115)
quedarás 	 Vocab(count:797, index:12024)
escrúpulos 	 Vocab(count:1761, index:11060)
complicidad 	 Vocab(count:2877, index:9944)
pensabais 	 Vocab(count:3175, index:9646)
aragoneses 	 Vocab(count:2548, index:10273)
dolorosas 	 Vocab(count:649, index:12172)
progresar 	 Vocab(count:1872, index:10949)
despierta 	 Vocab(count:9553, index:3268)
tragedias 	 Vocab(count:1127, index:11694)
Bravo 	 Vocab(count:10471, index:2350)
Saltarse 	 Vocab(count:1593, index:11228)
lectores 	 Vocab(count:6162, index:6659)
moneda 	 Vocab(count:11518, index:1303)
2002 	 Vocab(count:2601, index:10220)
acompañando 	 Vocab(count:2130, index:10691)
Ibérica 	 Vocab(count:6302, index:6519)
pelo 	 Vocab(count:11641, index:1180)
marche 	 Vocab(count:5926, index:6895)
guao 	 Vocab(count:1899, index:10922)
Aplicar 	 Vocab(count:8781, index:4040)
autodeterminacion 	 Vocab(count:9064, index:3757)
valentía 	 Vocab(count:10029, index:2792)
ésto 	 Vocab(count:9215, index:3606)
voted 	 Vocab(count:116, index:12705)
nas 	 Vocab(count:7234, index:5587)
psoe 	 Vocab(count:8873, index:3948)
” 	 Vocab(count:11594, index:1227)
